T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
4228, -477, -694, -193, -234010, -105910, -174370
4248, -753, -913, -230, -182210, -57960, -200830
4268, -350, -539, -630, -163240, -284690, -303310
4288, -214, -958, -923, 68390, -432390, -319480
4308, -444, -776, -533, 217770, -119840, -325080
4328, -532, -793, -326, 265510, 108220, -157780
4348, -371, -734, -381, 168700, 19810, -27020
4368, -236, -613, -560, 97930, -75670, -12320
4388, -238, -786, -709, 96600, -81900, 6370
4408, -413, -749, -290, 154140, 53690, 28840
4428, -447, -733, -206, 98070, 165200, 118090
4448, -332, -839, -389, -35560, 58520, 138180
4468, -328, -959, -410, -61810, -18760, 83860
4488, -413, -905, -223, -21910, 54950, 85120
4508, -400, -880, -250, -29260, 75950, 111930
4528, -336, -824, -233, -47740, 22610, 96600
4548, -401, -773, -163, -38500, 13720, 37660
4568, -367, -824, -282, -35560, 9450, -18550
4588, -393, -805, -335, -23240, -28910, -72450
4608, -399, -786, -386, -2590, -34230, -87640
4628, -383, -821, -406, -2870, -30800, -68040
4648, -394, -830, -335, -13790, -11550, -28070
4668, -392, -881, -363, -14210, 2730, 12880
4688, -425, -885, -358, 7840, 11760, 30520
4708, -417, -905, -396, 28770, 18340, 39410
4728, -400, -868, -364, 31150, 11620, 47740
4748, -384, -835, -417, 26670, 4760, 50890
4768, -403, -840, -388, 21840, -7210, 34790
4788, -424, -856, -329, 12390, 7350, 6720
4808, -398, -840, -338, -12040, 2310, -16240
4828, -433, -837, -298, -30030, -15120, -42140
4848, -420, -809, -330, -28840, -17780, -65100
4868, -414, -800, -363, -26250, -35700, -74900
4888, -403, -763, -406, -16940, -41020, -73080
4908, -418, -799, -403, -840, -30310, -60340
4928, -434, -793, -337, 11550, 2450, -34300
4948, -379, -835, -342, 8820, 14840, 3290
4968, -393, -868, -290, -280, 6580, 33740
4988, -411, -881, -248, 21140, 25830, 51660
5008, -398, -913, -271, 34580, 32830, 63350
5028, -404, -893, -249, 29890, 16870, 60410
5048, -380, -880, -292, 26250, 6370, 48930
5068, -397, -855, -309, 17640, -6930, 26600
5088, -420, -860, -345, 12110, -9030, 2660
5108, -411, -845, -346, 2240, -12880, -17360
5128, -408, -840, -340, -10990, -14350, -28210
5148, -414, -837, -328, -20720, -15120, -29190
5168, -415, -836, -346, -21840, -14840, -29190
5188, -425, -822, -329, -15120, -12600, -25130
5208, -419, -863, -350, -9870, -8470, -15610
5228, -419, -862, -310, -10430, -8960, -3710
5248, -409, -879, -332, -4130, -1610, 11130
5268, -406, -865, -342, 6090, 2240, 19740
5288, -412, -870, -336, 15050, 6160, 23030
5308, -406, -860, -321, 17710, 9870, 21630
5328, -392, -870, -344, 9730, 7210, 16240
5348, -419, -851, -302, -1820, -1050, 2310
5368, -413, -849, -323, -6020, -1890, -13020
5388, -420, -845, -326, -16170, -10080, -28840
5408, -428, -848, -320, -23800, -17220, -38640
5428, -422, -862, -309, -21070, -10710, -32270
5448, -413, -854, -296, -16870, -7840, -20930
5468, -405, -859, -325, -5180, -2100, -4970
5488, -416, -855, -310, 8190, -2520, 6160
5508, -414, -862, -324, 20580, 4480, 16660
5528, -394, -849, -351, 18690, 770, 21700
5548, -412, -858, -346, 12950, -5250, 16450
5568, -406, -856, -343, 12180, -4200, 7630
5588, -400, -848, -380, 560, -5180, -630
5608, -412, -838, -357, 3290, 5880, -3640
5628, -390, -842, -336, -6580, 5110, -2100
5648, -394, -847, -287, -14770, 5740, -2590
5668, -406, -861, -265, -15820, 5880, -11690
5688, -407, -878, -280, -17290, -3080, -18900
5708, -411, -869, -289, -11830, -7420, -18900
5728, -413, -847, -300, -70, -3500, -11340
5748, -411, -851, -316, 5740, -2310, -2030
5768, -406, -864, -306, 6510, 210, 7840
5788, -403, -867, -300, 7630, 1190, 14140
5808, -399, -860, -318, 10780, 840, 13370
5828, -396, -846, -348, 10780, -4200, 6650
5848, -401, -847, -351, 11130, -2800, 2730
5868, -401, -851, -329, 5390, 210, 3640
5888, -403, -862, -320, -3360, -3150, 350
5908, -409, -850, -323, -4340, -3430, -8190
5928, -412, -853, -319, -6020, -5040, -13720
5948, -407, -867, -313, -9240, -4270, -10360
5968, -412, -860, -287, -7210, -1610, -4340
5988, -405, -865, -296, -1400, 1400, 770
6008, -408, -858, -301, 1330, -840, 2310
6028, -408, -864, -307, 3150, 70, 2590
6048, -401, -858, -319, 2170, -840, 3360
6068, -409, -857, -314, 3080, -280, 2590
6088, -406, -857, -312, 2030, 1260, 1750
6108, -406, -867, -306, -4480, -3150, -1820
6128, -403, -868, -315, -6650, -3290, -4060
6148, -407, -857, -305, -3640, -3080, -3850
6168, -405, -859, -318, -630, -1260, -2170
6188, -409, -853, -321, -630, -2380, -1750
6208, -412, -854, -319, 420, -1050, -1120
6228, -407, -860, -324, -1540, -1890, -280
6248, -402, -859, -318, -2100, -1190, 840
6268, -404, -864, -320, -700, -140, 1540
6288, -409, -863, -327, 630, 70, 1610
6308, -408, -860, -327, 3640, 1960, 1610
6328, -401, -851, -319, 4060, 3010, 2030
6348, -402, -856, -299, 1820, 3570, 2100
6368, -398, -869, -290, -2450, 3220, -1540
6388, -401, -867, -268, -6090, 840, -6160
6408, -395, -852, -292, -4970, 70, -8050
6428, -412, -849, -318, -2030, -5530, -14770
6448, -410, -849, -325, 1890, -3080, -15750
6468, -406, -857, -301, -2170, -1960, -5950
6488, -403, -880, -294, -4970, 350, 5110
6508, -399, -860, -284, -140, 1890, 8960
6528, -393, -862, -312, 6160, 1330, 10150
6548, -399, -858, -317, 9520, -630, 8400
6568, -397, -859, -327, 10570, 560, 7000
6588, -399, -866, -313, 7280, 140, 5460
6608, -400, -878, -301, 2310, 70, 3500
6628, -403, -868, -294, -2380, -2030, -1400
6648, -405, -861, -298, -3500, -3570, -6860
6668, -405, -854, -296, -5880, -5530, -11200
6688, -409, -861, -297, -8540, -6650, -12390
6708, -413, -867, -294, -7350, -5460, -10780
6728, -413, -869, -299, -3990, -3640, -6440
6748, -408, -860, -306, -560, -3150, -630
6768, -410, -856, -322, 4410, -1960, 4340
6788, -407, -847, -327, 8820, -350, 6860
6808, -410, -853, -305, 8260, 1190, 8400
6828, -398, -873, -310, 3150, 1890, 8050
6848, -401, -870, -295, -1330, -1330, 5250
6868, -398, -861, -302, 2590, -70, 3220
6888, -402, -857, -287, 5460, 210, 1610
6908, -404, -872, -276, 3500, 910, 980
6928, -407, -874, -271, -3080, -1820, -1960
6948, -412, -879, -281, -5950, -4620, -5810
6968, -411, -863, -281, -4270, -5390, -8540
6988, -405, -862, -291, -2660, -5180, -6230
7008, -409, -844, -284, -1610, -5110, -2940
7028, -413, -858, -311, -70, -3430, 420
7048, -415, -857, -305, 490, -4760, -1400
7068, -410, -872, -313, 280, -3220, -700
7088, -410, -873, -297, -840, -2310, 3430
7108, -409, -873, -295, 2100, 1050, 6860
7128, -405, -869, -288, 3570, 1330, 6860
7148, -407, -867, -283, 1750, -350, 3290
7168, -412, -870, -292, -2030, -3150, -2940
7188, -417, -864, -296, -4760, -6160, -9380
7208, -414, -861, -291, -5320, -6370, -11690
7228, -411, -862, -288, -6020, -5600, -9170
7248, -416, -852, -285, -5530, -3570, -4410
7268, -418, -857, -302, -1960, -1960, -1680
7288, -408, -852, -318, 1050, -2030, -1820
7308, -410, -847, -306, 2170, -2380, 1680
7328, -405, -864, -288, 5250, 2310, 11550
7348, -404, -885, -270, -2730, 2660, 10010
7368, -406, -885, -266, -1400, 1750, 3640
7388, -405, -873, -287, 420, -1540, -2030
7408, -410, -860, -296, 560, -3710, -5600
7428, -410, -864, -298, -1260, -2100, -4130
7448, -414, -872, -281, -4270, -1330, -1330
7468, -411, -870, -277, -4760, -1330, -700
7488, -414, -863, -292, -3290, -3220, -4200
7508, -421, -854, -298, -1190, -3220, -7910
7528, -416, -849, -300, -3500, -3150, -8190
7548, -415, -859, -294, -5880, -3920, -5250
7568, -409, -853, -283, -2800, -980, -770
7588, -405, -860, -295, 1400, 140, 4970
7608, -411, -863, -286, 5390, 3010, 9730
7628, -409, -871, -295, 5390, 3850, 10360
7648, -410, -873, -291, 1470, 2030, 5600
7668, -412, -879, -277, -3640, 210, 910
7688, -408, -875, -284, -6790, -3080, -4480
7708, -414, -859, -294, -3850, -3920, -9520
7728, -412, -848, -309, -1750, -3570, -10920
7748, -413, -853, -300, -4340, -4060, -8120
7768, -413, -866, -281, -4830, -350, -1610
7788, -412, -877, -283, -3290, -70, 2450
7808, -411, -864, -296, 2800, 560, 3640
7828, -409, -853, -297, 7630, 2030, 4550
7848, -404, -864, -286, 4410, 2030, 5600
7868, -404, -877, -283, -1890, 140, 3150
7888, -413, -877, -292, -2520, -2310, -3150
7908, -414, -862, -307, 1610, -1330, -7070
7928, -402, -845, -307, 490, -1050, -6020
7948, -395, -851, -341, -3710, -1260, -5950
7968, -431, -856, -284, -2240, 5950, -6020
7988, -409, -881, -306, -8260, 8050, -5530
8008, -404, -843, -369, -9800, 2380, -3710
8028, -390, -748, -435, 9870, 8820, -4690
8048, -400, -712, -426, 32830, 23940, -2310
8068, -427, -726, -327, 23310, 37030, 10500
8088, -375, -713, -337, -26250, 39970, 24640
8108, -283, -502, -526, -66010, 21070, 24920
8128, -519, -879, -439, -14070, 32970, 2240
8148, -637, -688, 67, 38710, 123480, -28560
8168, -501, -917, -163, -87990, 159180, -25130
8188, -290, -858, -459, -259490, -56070, -21770
8208, -231, -862, -457, -141470, -226240, 74200
8228, -477, -966, -285, -12950, -34930, 103530
8248, -646, -1129, -129, 72380, 169750, 137620
8268, -578, -937, 14, 65940, 207690, 141190
8288, -494, -986, -200, 7070, 42280, 135660
8308, -359, -887, -298, -15260, -197330, 131600
8328, -344, -651, -187, 72380, -259280, 98700
8348, -334, -602, -196, 183610, -215810, 10500
8368, -386, -840, -326, 213360, -202020, -93730
8388, -359, -873, -290, 225190, -153720, -158340
8408, -444, -911, -223, 233940, -57750, -140840
8428, -530, -861, -212, 217420, 9590, -48930
8448, -553, -832, -88, 184940, 1190, -3010
8468, -531, -805, -128, 80920, -42420, -89740
8488, -383, -618, -225, -100730, -162680, -134540
8508, -319, -509, -240, -286160, -227710, -169330
8528, -332, -607, -276, -399140, -215390, -187950
8548, -396, -808, -325, -413000, -206640, -194950
8568, -282, -641, -282, -424830, -139160, -201320
8588, -259, -360, -65, -362180, -121660, -122290
8608, -260, -423, -189, -268800, -173530, 44800
8628, -155, -390, -290, -159110, -332500, 182070
8648, -230, -686, -452, -104090, -352240, 233030
8668, -440, -864, -635, -46410, -189210, 259700
8688, -154, -207, -430, 50750, 171220, 136640
8708, -1075, -1742, -574, 402920, 463190, -57330
8728, -506, -786, -453, 402290, 783930, -46620
8748, -275, -569, -444, -177660, 954240, 99120
8768, -884, -1595, -1047, -19880, 501690, 307930
8788, -714, -1382, -1121, 287210, 260960, 546350
8808, -1311, -1548, -1037, 744170, 43960, 584010
8828, -709, -882, -478, 705670, 604100, 302890
8848, -512, -567, -305, 521290, 986720, 58520
8868, -648, -579, -273, 357700, 847000, 267330
8888, -635, -691, -555, 155610, 579460, 663390
8908, -714, -787, -639, 117250, 310800, 863520
8928, -613, -575, -644, 244090, 362250, 742980
8948, -640, -444, -563, 497420, 508550, 408520
8968, -732, -672, -482, 716030, 667730, 128170
8988, -876, -1077, -519, 740250, 804160, 11690
9008, -784, -1083, -465, 471170, 923300, 45220
9028, -605, -910, -485, 94430, 906640, 175420
9048, -554, -805, -422, 65730, 538230, 358330
9068, -571, -881, -585, 323190, 203560, 434700
9088, -967, -1397, -776, 511770, 289590, 139020
9108, -1143, -1977, -665, 298410, 619220, -121730
9128, -717, -1436, -549, 109620, 445900, -43400
9148, -744, -1159, -453, 123410, -113890, 326830
9168, -700, -1155, -539, 236810, -405510, 410970
9188, -795, -1344, -579, 239190, -373240, 263760
9208, -851, -1457, -489, 67270, -176680, 61880
9228, -870, -1431, -629, -59360, -334390, 91070
9248, -884, -1203, -565, 51450, -773710, 329980
9268, -669, -841, -445, 172410, -984690, 348810
9288, -565, -645, -351, 97790, -922600, 229390
9308, -597, -680, -411, -68740, -780220, 113260
9328, -792, -972, -604, -135520, -731220, 4690
9348, -894, -1056, -727, -3220, -804510, -115080
9368, -773, -721, -547, 201250, -913990, -295750
9388, -664, -380, -397, 230580, -1001070, -407400
9408, -619, -162, -385, 102060, -1104600, -399700
9428, -643, -68, -409, -29960, -1195810, -373730
9448, -726, -167, -545, -158550, -1210930, -406910
9468, -770, -363, -631, -329840, -1042230, -599130
9488, -1201, -1088, -919, -491470, -643370, -968100
9508, -1819, -1884, -1332, -453530, -240380, -1352680
9528, -1224, -1459, -842, 27930, -420000, -1464400
9548, -1128, -1454, -1051, -2590, -923720, -1051400
9568, -1817, -1998, -1997, -853650, -768180, -734580
9588, -1341, -1998, -1391, -1143240, -178500, -903910
9608, -1156, -1998, -1352, -598150, 32900, -1003730
9628, -1998, -1998, -1997, -751240, -121940, -360080
9648, -1568, -1998, -1993, -916580, 215390, -224070
9668, -1998, -1998, -1997, -469770, 631260, -386680
9688, -1998, -1998, -1997, -451920, 937370, -67830
9708, -1998, -1545, 890, 136080, 1240960, -119210
9728, -629, -929, -703, 377580, -10360, 446950
9748, -200, -119, -657, 179060, 443170, -300020
9768, -24, 632, -1005, 792400, 609630, -458570
9788, -357, 1051, -691, 1301090, 840350, -214830
9808, -352, 1301, -591, 1525650, 1167460, 134190
9828, -1181, 834, -1004, 1305430, 1430170, 495110
9848, -1969, -363, -1474, 534030, 2009070, 771120
9868, -1998, -1589, -1847, -219590, 2288230, 630350
9888, -1982, -1998, -1997, -334110, 2288440, 131110
9908, -1256, -661, -881, 962430, 1557290, 103460
9928, -1119, -383, -618, 1182370, 1099210, 491680
9948, -756, -366, -1093, 699160, 1318030, 211330
9968, -1369, -1946, -868, 1079260, 1032570, 230090
9988, -1293, -1163, -786, 1333500, 608300, 745920
10008, -1050, -1157, -831, 397530, 591920, 1115310
10028, -1367, -1969, -1417, 69650, 567560, 998620
10048, -1963, -1998, -1518, 370650, 526540, 887460
10068, -1442, -1998, -1164, 175070, 1091160, 482930
10088, -1710, -1998, -1753, -329490, 1325100, 269500
10108, -1998, -1998, -1876, -304570, 958230, 446460
10128, -1862, -1998, -1269, 209720, 954870, 45920
10148, -1998, -1998, -1484, 584640, 1171800, -513240
10168, -1998, -1998, -1997, 531650, 1078630, -491890
10188, -1998, -1998, -1924, 740740, 500430, -282800
10208, -1998, -1998, -1995, 1046500, 236250, -390530
10228, -1998, -1998, -1997, 936600, 72520, -430850
10248, -1998, -1998, -1997, 892360, -306320, -383250
10268, -1998, -1998, -1997, 886550, -396270, -567770
10288, -1998, -1998, -1997, 781830, -450240, -731780
10308, -1998, -1998, -1997, 619780, -536970, -927150
10328, -1998, -1998, -1997, 403060, -574420, -1120070
10348, -1998, -1998, -1997, 190470, -520100, -1331750
10368, -1998, -1998, -1997, -117390, -477330, -1487010
10388, -1998, -1998, -1997, -448140, -361690, -1542590
10408, -1998, -1998, -1997, -784070, -297850, -1393350
10428, -1998, -1998, -1997, -1064000, -177730, -1141910
10448, -1998, -1998, -1997, -1193010, -38220, -870590
10468, -1998, -1998, -1997, -1318940, 95900, -543060
10488, -1998, -1998, -1997, -1285060, 249900, -308840
10508, -1998, -1998, -1997, -1203090, 400050, -124390
10528, -1998, -1998, -1997, -992390, 622510, -48720
10548, -1998, -1998, -1997, -678370, 881440, -74130
10568, -1998, -1998, -1997, -333620, 1326850, -287210
10588, -1998, -1998, -1997, 83860, 1561630, -375130
10608, -1998, -1998, -1997, 672070, 1669850, -428050
10628, -1998, -1998, -1997, 1193360, 1467410, -259980
10648, -1998, -1998, -1997, 1549520, 1162630, 71890
10668, -1998, -1998, -1997, 1536500, 863660, 612430
10688, -1998, -1998, -1997, 1317330, 692510, 1176490
10708, -1998, -1998, -1997, 829850, 767620, 1664880
10728, -1998, -1998, -1997, 141330, 1051610, 1848210
10748, -1998, -1998, -1997, -379470, 1494850, 1498000
10768, -1998, -1998, -1997, -597380, 1942640, 784840
10788, -1998, -1998, -1997, -282800, 2227260, 25340
10808, -1998, -1998, -1997, 459410, 2222640, -496580
10828, -1998, -1998, -1997, 1201970, 1735860, -564060
10848, -1998, -1998, -1997, 1651860, 454580, 133000
10868, -1998, -1998, -1997, 1453270, 159600, 523320
10888, -1998, -1998, -1997, 1359610, 59010, 778540
10908, -1998, -1998, -1997, 1038870, 37520, 1128610
10928, -1998, -1998, -1997, 793380, 152950, 1367800
10948, -1998, -1998, -1997, 358330, 361620, 1575280
10968, -1998, -1998, -1997, -46690, 629020, 1581090
10988, -1998, -1998, -1997, -538930, 1019550, 1393280
11008, -1998, -1998, -1997, -825230, 1325170, 1017310
11028, -1998, -1998, -1997, -854280, 1746640, 413560
11048, -1998, -1998, -1997, -495600, 1981140, -181790
11068, -1998, -1998, -1997, 138110, 2004660, -620900
11088, -1998, -1998, -1997, 771190, 1603140, -695100
11108, -1998, -1998, -1997, 1303470, 915740, -440440
11128, -1998, -1998, -1997, 1451940, 747390, -454510
11148, -1998, -1998, -1997, 1432830, 145810, 18900
11168, -1998, -1998, -1997, 1469790, 160650, 24360
11188, -1998, -1998, -1997, 1277500, -193550, 432530
11208, -1998, -1998, -1997, 1292690, -112420, 476140
11228, -1998, -1998, -1997, 1031310, -208180, 882420
11248, -1998, -1998, -1997, 949900, -84770, 1055810
11268, -1998, -1998, -1997, 608370, -47110, 1510180
11288, -1998, -1998, -1997, 353990, 230160, 1675450
11308, -1998, -1998, -1997, -208320, 520450, 1819930
11328, -1998, -1998, -1997, -578900, 991130, 1572480
11348, -1998, -1998, -1997, -747460, 1360240, 1140370
11368, -1998, -1998, -1997, -463260, 1885310, 395570
11388, -1998, -1998, -1997, -136430, 2231950, -137620
11408, -1998, -1998, -1997, 763490, 2193170, -450030
11428, -1998, -1998, -1997, 1375150, 1725570, -329280
11448, -1998, -1998, -1997, 1744260, 1079540, 28910
11468, -1998, -1998, -1997, 1611330, 635740, 583240
11488, -1998, -1998, -1997, 1419810, 371280, 1058680
11508, -1998, -1998, -1997, 964600, 382620, 1531740
11528, -1998, -1998, -1997, 407400, 584710, 1806490
11548, -1998, -1998, -1997, -245210, 889070, 1830290
11568, -1998, -1998, -1997, -714350, 1318800, 1437030
11588, -1998, -1998, -1997, -910350, 1738870, 808710
11608, -1998, -1998, -1997, -636370, 2054360, 120960
11628, -1998, -1998, -1997, -7210, 2032240, -342580
11648, -1998, -1998, -1997, 957670, 1662010, -612010
11668, -1998, -1998, -1997, 1236970, 1452920, -585690
11688, -1998, -1998, -1997, 1595370, 712740, -216230
11708, -1998, -1998, -1997, 1489880, 512120, 2940
11728, -1998, -1998, -1997, 1408610, 46480, 411600
11748, -1998, -1998, -1997, 1289610, 55580, 564410
11768, -1998, -1998, -1997, 1045240, -138250, 1019480
11788, -1998, -1998, -1997, 913850, -15820, 1249710
11808, -1998, -1998, -1997, 548520, 37240, 1693650
11828, -1998, -1998, -1997, 110670, 364490, 1841840
11848, -1998, -1998, -1997, -394520, 720510, 1828680
11868, -1998, -1998, -1997, -832370, 1187830, 1509410
11888, -1998, -1998, -1997, -772310, 1545530, 910770
11908, -1998, -1998, -1997, -309190, 2067730, 8470
11928, -1998, -1998, -1997, -107030, 2225860, -234150
11948, -1998, -1998, -1997, 1169910, 1986810, -520870
11968, -1998, -1998, -1997, 1418200, 1593620, -314230
11988, -1998, -1998, -1997, 1788640, 779240, 170380
12008, -1998, -1998, -1997, 1566810, 621740, 660100
12028, -1998, -1998, -1997, 1249990, 318360, 1239770
12048, -1998, -1998, -1997, 787850, 461930, 1620150
12068, -1998, -1998, -1997, 229600, 620130, 1899380
12088, -1998, -1998, -1997, -382270, 979510, 1752450
12108, -1998, -1998, -1997, -791560, 1394750, 1300390
12128, -1998, -1998, -1997, -865690, 1751960, 703990
12148, -1998, -1998, -1997, -399350, 1858920, 105070
12168, -1998, -1998, -1997, 369040, 2063950, -541380
12188, -1998, -1998, -1997, 685160, 1812020, -459900
12208, -1998, -1998, -1997, 1523200, 1207080, -367780
12228, -1998, -1998, -1997, 1410570, 933380, -138320
12248, -1998, -1998, -1997, 1445990, 288120, 346080
12268, -1998, -1998, -1997, 1351630, 304500, 521570
12288, -1998, -1998, -1997, 1036420, 55790, 987560
12308, -1998, -1998, -1997, 872340, 144200, 1232140
12328, -1998, -1998, -1997, 448070, 166670, 1647240
12348, -1998, -1998, -1997, 84770, 435680, 1725080
12368, -1998, -1998, -1997, -488390, 730310, 1729420
12388, -1998, -1998, -1997, -802340, 1128190, 1382780
12408, -1998, -1998, -1997, -868000, 1460900, 900130
12428, -1998, -1998, -1997, -610330, 1861230, 237370
12448, -1998, -1998, -1997, -39200, 2018870, -299390
12468, -1998, -1998, -1997, 568540, 2006970, -571760
12488, -1998, -1998, -1997, 1236970, 1477280, -494830
12508, -1998, -1998, -1997, 1496390, 1028580, -299460
12528, -1998, -1998, -1997, 1504860, 491820, 97930
12548, -1998, -1998, -1997, 1460480, 237510, 418530
12568, -1998, -1998, -1997, 1230530, 81060, 797300
12588, -1998, -1998, -1997, 788830, 83790, 1507730
12608, -1998, -1998, -1997, 350280, 273840, 1782900
12628, -1998, -1998, -1997, -146300, 595980, 1833160
12648, -1998, -1998, -1997, -609770, 984410, 1612030
12668, -1998, -1998, -1997, -815990, 1347430, 1144780
12688, -1998, -1998, -1997, -524510, 1738660, 421750
