T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
18125, -90, 137, -26, 324030, 705810, 225750
18145, -194, 140, -127, 181930, 616140, 306110
18165, -274, 66, -215, -88340, 668570, 472570
18185, -366, -105, -311, -320320, 721280, 574840
18205, -359, -195, -267, -453810, 762790, 532140
18225, -442, -340, -223, -449120, 776300, 367500
18245, -1443, -1342, -1051, -319410, 712110, 148610
18265, -1998, -1998, -1997, 104300, 484470, -203910
18285, -1970, -1998, -1997, 1539930, -686280, -830340
18305, -727, 241, -1008, -439740, -922110, -311010
18325, -587, 194, -549, -2132900, -252420, -436520
18345, -739, 246, -525, -1404970, -836710, -440160
18365, -515, 312, -541, -805070, -1254470, -277900
18385, -390, 234, -491, -577010, -1468040, -211400
18405, -378, 204, -352, -537810, -1358140, -164780
18425, -213, 154, -356, -515970, -1205260, -80920
18445, -220, 71, -248, -465640, -1126930, 34020
18465, -163, -16, -243, -420280, -978950, 159600
18485, -103, -11, -167, -342230, -868910, 279300
18505, -69, -20, -142, -256340, -728140, 358890
18525, -5, 26, -132, -253260, -522410, 393260
18545, -67, 24, -99, -274890, -308560, 413490
18565, -111, 28, -116, -326550, -87920, 444990
18585, -177, -17, -135, -378070, 59290, 484260
18605, -200, -95, -193, -423850, 158270, 518560
18625, -297, -353, -364, -437220, 216930, 505190
18645, -737, -927, -687, -425180, 308910, 404810
18665, -1998, -1998, -1997, -351680, 554960, 107100
